               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.030504,            0.020019,          0.00070652,             0.75075,             0.66262,             0.68438,              0.4363,            0.035311,            0.021183,          0.00051681,            0.004918,            0.004918,            0.004918
                 156,            0.030828,            0.019845,           0.0006274,             0.74938,             0.65958,             0.68364,             0.43588,            0.035296,            0.021198,          0.00050753,            0.004885,            0.004885,            0.004885
                 157,            0.030513,              0.0199,          0.00068285,             0.75604,             0.65499,             0.68334,             0.43447,            0.035323,            0.021213,          0.00050402,            0.004852,            0.004852,            0.004852
                 158,            0.030339,            0.019529,          0.00072795,             0.75368,             0.65268,             0.68181,             0.43642,            0.035339,            0.021237,          0.00050168,            0.004819,            0.004819,            0.004819
                 159,            0.030449,            0.019646,          0.00066925,             0.75103,             0.65731,             0.68149,             0.43569,             0.03536,             0.02126,          0.00050737,            0.004786,            0.004786,            0.004786
                 160,            0.030332,            0.019824,          0.00066449,             0.74652,             0.65972,              0.6814,             0.43456,            0.035369,            0.021289,          0.00051378,            0.004753,            0.004753,            0.004753
                 161,            0.029921,            0.019721,           0.0006191,             0.74791,             0.65506,              0.6799,             0.43474,            0.035382,            0.021326,          0.00051484,             0.00472,             0.00472,             0.00472
                 162,            0.029941,            0.019659,          0.00069983,             0.74401,              0.6569,             0.67887,             0.43365,            0.035396,            0.021328,          0.00051843,            0.004687,            0.004687,            0.004687
                 163,            0.030029,             0.01973,          0.00060014,             0.74581,             0.65809,             0.67903,             0.43442,            0.035403,            0.021352,           0.0005294,            0.004654,            0.004654,            0.004654
                 164,            0.030081,            0.019407,          0.00067456,             0.74302,             0.65748,             0.67885,             0.43568,            0.035399,            0.021365,          0.00053566,            0.004621,            0.004621,            0.004621
                 165,            0.029869,            0.019826,           0.0007021,             0.74245,             0.65693,              0.6789,             0.43624,             0.03538,             0.02137,          0.00053425,            0.004588,            0.004588,            0.004588
                 166,            0.030082,            0.019479,          0.00063182,              0.7393,             0.65935,               0.679,             0.43558,            0.035391,            0.021365,          0.00053298,            0.004555,            0.004555,            0.004555
                 167,             0.03014,            0.019823,          0.00084588,             0.74205,             0.65848,              0.6786,             0.43564,            0.035391,            0.021368,          0.00053159,            0.004522,            0.004522,            0.004522
                 168,            0.029934,            0.019811,          0.00071409,             0.73841,             0.65966,             0.67856,             0.43699,            0.035396,            0.021378,          0.00054005,            0.004489,            0.004489,            0.004489
                 169,            0.029809,            0.019247,          0.00061874,             0.74027,             0.66126,             0.67916,             0.43701,            0.035407,            0.021384,          0.00054751,            0.004456,            0.004456,            0.004456
                 170,             0.02984,            0.019391,          0.00068882,             0.74076,             0.66084,              0.6798,             0.43658,             0.03542,            0.021393,          0.00056031,            0.004423,            0.004423,            0.004423
                 171,            0.029559,            0.019209,          0.00067614,              0.7362,             0.66198,             0.67995,             0.43606,            0.035419,            0.021394,          0.00056773,             0.00439,             0.00439,             0.00439
                 172,            0.029596,            0.018998,            0.000601,             0.73938,             0.66198,             0.67998,             0.43707,            0.035419,            0.021409,          0.00057334,            0.004357,            0.004357,            0.004357
                 173,            0.029371,            0.018935,          0.00059966,             0.74048,               0.663,             0.67951,             0.43759,            0.035434,            0.021433,          0.00058171,            0.004324,            0.004324,            0.004324
                 174,            0.029426,            0.019196,          0.00059541,             0.73722,             0.66543,             0.67951,             0.43807,            0.035438,            0.021443,           0.0005907,            0.004291,            0.004291,            0.004291
                 175,            0.029817,            0.019314,          0.00063275,             0.73478,             0.66543,             0.67879,             0.43611,            0.035457,            0.021459,          0.00059715,            0.004258,            0.004258,            0.004258
                 176,             0.02933,            0.019227,          0.00060468,             0.73569,             0.66543,              0.6765,               0.436,            0.035479,            0.021482,          0.00060299,            0.004225,            0.004225,            0.004225
                 177,            0.029528,            0.018965,          0.00053611,             0.73613,             0.66583,             0.67609,             0.43544,            0.035506,            0.021503,          0.00060699,            0.004192,            0.004192,            0.004192
                 178,            0.029449,            0.019139,          0.00060755,             0.73674,             0.66717,             0.67547,             0.43513,            0.035521,            0.021509,          0.00060889,            0.004159,            0.004159,            0.004159
                 179,            0.029097,            0.018904,          0.00064441,             0.73669,             0.66757,             0.67547,             0.43513,            0.035529,            0.021513,          0.00061755,            0.004126,            0.004126,            0.004126
                 180,            0.029285,            0.018919,          0.00058773,             0.73507,             0.66803,             0.67515,             0.43557,            0.035534,            0.021516,          0.00062125,            0.004093,            0.004093,            0.004093
                 181,            0.028841,            0.018958,           0.0005421,             0.73468,             0.66775,             0.67517,             0.43539,             0.03555,            0.021531,          0.00062468,             0.00406,             0.00406,             0.00406
                 182,            0.029188,            0.018727,          0.00056689,             0.73595,             0.66682,             0.67645,             0.43534,            0.035565,            0.021537,          0.00062928,            0.004027,            0.004027,            0.004027
                 183,            0.029233,            0.019532,          0.00058851,              0.7354,             0.66615,             0.67636,             0.43551,             0.03557,             0.02154,          0.00063085,            0.003994,            0.003994,            0.003994
                 184,            0.029075,             0.01879,          0.00054085,             0.73545,             0.66657,             0.67668,             0.43569,             0.03558,            0.021555,          0.00062923,            0.003961,            0.003961,            0.003961
                 185,            0.028966,            0.018759,          0.00063285,             0.73515,             0.66579,             0.67696,             0.43607,            0.035581,             0.02157,          0.00062847,            0.003928,            0.003928,            0.003928
                 186,            0.028912,            0.018899,          0.00064124,             0.73485,             0.66543,              0.6772,             0.43611,            0.035593,            0.021582,          0.00062934,            0.003895,            0.003895,            0.003895
                 187,            0.028842,            0.019038,          0.00057943,              0.7355,             0.66543,             0.67846,             0.43704,            0.035604,            0.021589,          0.00062824,            0.003862,            0.003862,            0.003862
                 188,            0.028819,            0.018728,          0.00067531,             0.73718,             0.66532,             0.67842,             0.43741,            0.035613,            0.021599,          0.00062878,            0.003829,            0.003829,            0.003829
                 189,             0.02874,            0.018946,          0.00055655,             0.73907,             0.66383,             0.67804,              0.4378,            0.035614,            0.021609,          0.00062828,            0.003796,            0.003796,            0.003796
                 190,            0.028761,            0.018316,          0.00066423,             0.74039,              0.6621,             0.67793,             0.43818,            0.035622,             0.02162,           0.0006345,            0.003763,            0.003763,            0.003763
                 191,            0.028749,            0.018549,          0.00060786,             0.73798,             0.66024,             0.67628,             0.43753,            0.035631,            0.021635,          0.00064254,             0.00373,             0.00373,             0.00373
                 192,            0.028533,            0.018512,          0.00050418,             0.73845,             0.65965,             0.67622,             0.43748,            0.035631,            0.021656,           0.0006507,            0.003697,            0.003697,            0.003697
                 193,            0.028519,            0.018561,          0.00056654,             0.73887,             0.66042,             0.67809,             0.43759,            0.035627,            0.021671,          0.00065595,            0.003664,            0.003664,            0.003664
                 194,            0.028657,            0.018472,          0.00056377,             0.74013,             0.66214,             0.67827,             0.43768,            0.035634,            0.021695,          0.00065762,            0.003631,            0.003631,            0.003631
                 195,            0.028502,            0.018661,          0.00058143,             0.73874,               0.665,             0.67792,             0.43753,            0.035632,            0.021721,          0.00066292,            0.003598,            0.003598,            0.003598
                 196,            0.028155,            0.018266,          0.00055734,             0.73863,             0.66272,              0.6779,             0.43815,            0.035627,            0.021738,           0.0006633,            0.003565,            0.003565,            0.003565
